ASSERTION	AAMDAAMFAAAAAAAAAFlA
ASSERTION	AAMEAAEEAAAAAAAAwFdABgAAAAAAAECfQA==
ASSERTION	AAMEAAECBgAAAAAAAHCHQA==
RUN	uk.gov.dhsc.htbhf.ClaimSimulation	claimsimulation	1569814050109	Web-UI performance tests	3.0.3
REQUEST	2455		send_postcode Redirect 1	1569814174183	1569814174502	OK	 
REQUEST	2514		send_postcode Redirect 1	1569814174159	1569814174503	OK	 
REQUEST	2907		send_do_you_have_children Redirect 1	1569814174049	1569814174503	OK	 
REQUEST	2723		send_are_you_pregnant Redirect 1	1569814174187	1569814174504	OK	 
REQUEST	2569		send_nino Redirect 1	1569814174115	1569814174509	OK	 
REQUEST	2694		send_name Redirect 1	1569814174114	1569814174510	OK	 
REQUEST	2761		send_are_you_pregnant Redirect 1	1569814174167	1569814174510	OK	 
REQUEST	2934		send_do_you_have_children	1569814174167	1569814174510	OK	 
REQUEST	2928		send_do_you_have_children	1569814174055	1569814174515	OK	 
REQUEST	2520		select_address	1569814174241	1569814174517	OK	 
REQUEST	2275		send_code	1569814174242	1569814174517	OK	 
REQUEST	2730		send_name	1569814174015	1569814174518	OK	 
REQUEST	2779		send_are_you_pregnant	1569814174138	1569814174518	OK	 
REQUEST	2300		send_email_address	1569814174138	1569814174520	OK	 
REQUEST	2334		send_phone_number Redirect 1	1569814174128	1569814174520	OK	 
USER	Scottish Scenario	2976	END	1569814170175	1569814174525
REQUEST	2091		send_code Redirect 1	1569814174287	1569814174526	OK	 
REQUEST	2340		send_manual_address Redirect 1	1569814174223	1569814174527	OK	 
REQUEST	2816		send_children_dob Redirect 1	1569814174285	1569814174527	OK	 
REQUEST	2693		send_name	1569814173995	1569814174529	OK	 
REQUEST	2546		send_postcode	1569814174079	1569814174552	OK	 
REQUEST	2999		send_dob	1569814174240	1569814174552	OK	 
REQUEST	2552		send_nino Redirect 1	1569814174273	1569814174553	OK	 
REQUEST	2995		send_dob	1569814174296	1569814174551	OK	 
REQUEST	2728		send_are_you_pregnant	1569814174223	1569814174553	OK	 
REQUEST	2280		send_phone_number	1569814174240	1569814174554	OK	 
REQUEST	2181		send_code Redirect 1	1569814174163	1569814174554	OK	 
REQUEST	2663		send_nino Redirect 1	1569814174118	1569814174562	OK	 
REQUEST	2868		send_children_dob	1569814173960	1569814174566	OK	 
REQUEST	2311		send_phone_number	1569814174174	1569814174566	OK	 
REQUEST	2838		send_children_dob Redirect 1	1569814173905	1569814174567	OK	 
REQUEST	2034		enter_code Redirect 1	1569814174128	1569814174573	OK	 
REQUEST	2306		send_phone_number Redirect 1	1569814174288	1569814174590	OK	 
REQUEST	1972		enter_code	1569814174244	1569814174590	OK	 
REQUEST	2819		send_children_dob Redirect 1	1569814174241	1569814174591	OK	 
USER	Scottish Scenario	2957	END	1569814169904	1569814174595
REQUEST	1977		accept_terms_and_conditions Redirect 1	1569814174137	1569814174594	OK	 
USER	Full scenarios	1977	END	1569814136575	1569814174595
REQUEST	2180		send_code	1569814174004	1569814174595	OK	 
REQUEST	2630		send_nino	1569814174125	1569814174596	OK	 
REQUEST	2425		send_manual_address	1569814174296	1569814174604	OK	 
USER	Scottish Scenario	2949	END	1569814169365	1569814174605
REQUEST	2729		send_name	1569814174222	1569814174605	OK	 
REQUEST	2669		send_nino	1569814174244	1569814174606	OK	 
REQUEST	2872		send_children_dob Redirect 1	1569814174220	1569814174607	OK	 
REQUEST	2160		send_code Redirect 1	1569814174117	1569814174609	OK	 
REQUEST	2930		send_do_you_have_children	1569814174185	1569814174609	OK	 
REQUEST	2839		send_children_dob Redirect 1	1569814174220	1569814174610	OK	 
REQUEST	2130		get unique code from session	1569814174240	1569814174611	OK	 
REQUEST	2277		send_email_address Redirect 1	1569814174261	1569814174611	OK	 
REQUEST	2960		send_do_you_have_children	1569814174185	1569814174613	OK	 
REQUEST	2307		send_email_address	1569814174125	1569814174613	OK	 
REQUEST	2459		send_manual_address	1569814174296	1569814174613	OK	 
REQUEST	2539		select_address	1569814174222	1569814174615	OK	 
REQUEST	2814		send_children_dob Redirect 1	1569814174292	1569814174629	OK	 
REQUEST	1943		accept_terms_and_conditions	1569814173795	1569814174629	OK	 
REQUEST	2182		send_email_address Redirect 1	1569814174382	1569814174630	OK	 
REQUEST	2850		send_children_dob	1569814174330	1569814174635	OK	 
REQUEST	2187		get unique code from session	1569814174296	1569814174637	OK	 
REQUEST	2791		send_are_you_pregnant Redirect 1	1569814174349	1569814174637	OK	 
REQUEST	2781		send_are_you_pregnant Redirect 1	1569814174305	1569814174638	OK	 
USER	Scottish Scenario	2952	END	1569814169569	1569814174644
REQUEST	2043		accept_terms_and_conditions	1569814173755	1569814174652	OK	 
REQUEST	2698		send_name Redirect 1	1569814174290	1569814174652	OK	 
USER	Scottish Scenario	2950	END	1569814169435	1569814174654
USER	Scottish Scenario	2974	END	1569814170045	1569814174654
REQUEST	2991		send_dob Redirect 1	1569814174306	1569814174655	OK	 
REQUEST	2462		send_postcode	1569814174376	1569814174655	OK	 
REQUEST	2810		send_are_you_pregnant	1569814174296	1569814174666	OK	 
REQUEST	2372		send_phone_number Redirect 1	1569814174350	1569814174667	OK	 
REQUEST	2910		send_do_you_have_children Redirect 1	1569814174290	1569814174667	OK	 
REQUEST	2371		send_phone_number	1569814174330	1569814174668	OK	 
REQUEST	2642		send_nino	1569814174328	1569814174668	OK	 
REQUEST	1968		accept_terms_and_conditions Redirect 1	1569814174329	1569814174670	OK	 
REQUEST	2397		send_manual_address Redirect 1	1569814174271	1569814174671	OK	 
USER	Full scenarios	1968	END	1569814135974	1569814174671
REQUEST	2909		send_do_you_have_children Redirect 1	1569814174272	1569814174673	OK	 
REQUEST	2328		send_phone_number	1569814174296	1569814174674	OK	 
REQUEST	2969		send_dob Redirect 1	1569814174330	1569814174674	OK	 
REQUEST	2249		send_email_address Redirect 1	1569814174297	1569814174674	OK	 
USER	Scottish Scenario	2951	END	1569814169505	1569814174674
REQUEST	2610		send_nino	1569814174330	1569814174678	OK	 
REQUEST	2128		send_code	1569814174400	1569814174679	OK	 
REQUEST	2996		send_dob Redirect 1	1569814174256	1569814174680	OK	 
REQUEST	2012		accept_terms_and_conditions	1569814174014	1569814174680	OK	 
REQUEST	2668		send_name	1569814174259	1569814174680	OK	 
REQUEST	2628		send_nino	1569814174239	1569814174681	OK	 
REQUEST	2815		send_are_you_pregnant	1569814174240	1569814174682	OK	 
REQUEST	2070		send_code Redirect 1	1569814174379	1569814174682	OK	 
REQUEST	2818		send_are_you_pregnant	1569814174408	1569814174687	OK	 
REQUEST	2508		select_address Redirect 1	1569814174396	1569814174688	OK	 
REQUEST	2063		enter_code	1569814174239	1569814174687	OK	 
REQUEST	2301		send_code	1569814174315	1569814174690	OK	 
REQUEST	2427		send_manual_address Redirect 1	1569814174319	1569814174695	OK	 
REQUEST	1881		accept_terms_and_conditions Redirect 1	1569814174385	1569814174695	OK	 
USER	Full scenarios	1881	END	1569814133175	1569814174695
REQUEST	2573		send_postcode	1569814174330	1569814174704	OK	 
REQUEST	2389		send_phone_number	1569814174346	1569814174704	OK	 
REQUEST	2335		send_phone_number	1569814174167	1569814174706	OK	 
REQUEST	2721		send_name	1569814174400	1569814174708	OK	 
REQUEST	2637		send_nino	1569814174222	1569814174709	OK	 
REQUEST	2846		send_children_dob Redirect 1	1569814174306	1569814174727	OK	 
REQUEST	2790		send_are_you_pregnant Redirect 1	1569814174383	1569814174730	OK	 
REQUEST	2912		send_do_you_have_children Redirect 1	1569814174285	1569814174730	OK	 
REQUEST	2388		send_manual_address Redirect 1	1569814174349	1569814174731	OK	 
REQUEST	2515		send_postcode	1569814174375	1569814174730	OK	 
REQUEST	2579		send_nino Redirect 1	1569814174328	1569814174731	OK	 
REQUEST	2639		send_nino	1569814174328	1569814174732	OK	 
REQUEST	2125		send_code	1569814174355	1569814174732	OK	 
REQUEST	2550		send_postcode	1569814174425	1569814174734	OK	 
REQUEST	2972		send_dob Redirect 1	1569814174378	1569814174735	OK	 
REQUEST	2396		send_manual_address	1569814174328	1569814174735	OK	 
REQUEST	2908		send_do_you_have_children Redirect 1	1569814174358	1569814174736	OK	 
REQUEST	2788		send_are_you_pregnant	1569814174474	1569814174736	OK	 
REQUEST	2299		send_phone_number Redirect 1	1569814174436	1569814174737	OK	 
REQUEST	2633		send_nino Redirect 1	1569814174255	1569814174736	OK	 
REQUEST	2608		send_nino	1569814174447	1569814174748	OK	 
REQUEST	2749		send_are_you_pregnant	1569814174400	1569814174749	OK	 
REQUEST	2241		send_phone_number Redirect 1	1569814174385	1569814174749	OK	 
REQUEST	1941		accept_terms_and_conditions	1569814174055	1569814174749	OK	 
REQUEST	2363		send_manual_address Redirect 1	1569814174320	1569814174737	OK	 
REQUEST	2666		send_nino	1569814174555	1569814174766	OK	 
REQUEST	2090		get unique code from session	1569814174330	1569814174767	OK	 
REQUEST	2760		send_are_you_pregnant Redirect 1	1569814174414	1569814174768	OK	 
REQUEST	2360		send_manual_address Redirect 1	1569814174443	1569814174769	OK	 
REQUEST	2780		send_are_you_pregnant Redirect 1	1569814174447	1569814174772	OK	 
REQUEST	2931		send_do_you_have_children Redirect 1	1569814174444	1569814174773	OK	 
REQUEST	2844		send_children_dob Redirect 1	1569814174395	1569814174780	OK	 
REQUEST	2959		send_do_you_have_children	1569814174359	1569814174782	OK	 
REQUEST	2661		send_nino	1569814174346	1569814174783	OK	 
REQUEST	2276		send_email_address Redirect 1	1569814174329	1569814174783	OK	 
REQUEST	2546		send_postcode Redirect 1	1569814174552	1569814174783	OK	 
REQUEST	2691		send_name	1569814174424	1569814174783	OK	 
REQUEST	2718		send_name	1569814174330	1569814174784	OK	 
REQUEST	2310		send_phone_number Redirect 1	1569814174358	1569814174784	OK	 
REQUEST	2598		send_postcode	1569814174355	1569814174784	OK	 
REQUEST	2822		send_children_dob	1569814174484	1569814174785	OK	 
REQUEST	2280		send_phone_number Redirect 1	1569814174554	1569814174785	OK	 
REQUEST	2424		select_address	1569814174495	1569814174786	OK	 
REQUEST	1856		accept_terms_and_conditions Redirect 1	1569814174501	1569814174786	OK	 
USER	Full scenarios	1856	END	1569814132504	1569814174786
REQUEST	2999		send_dob Redirect 1	1569814174553	1569814174792	OK	 
REQUEST	2543		select_address	1569814174434	1569814174792	OK	 
REQUEST	2751		send_name Redirect 1	1569814174380	1569814174793	OK	 
REQUEST	2127		get unique code from session	1569814174358	1569814174794	OK	 
REQUEST	2457		send_manual_address Redirect 1	1569814174397	1569814174787	OK	 
REQUEST	2869		send_children_dob	1569814174400	1569814174797	OK	 
REQUEST	2748		send_name	1569814174375	1569814174802	OK	 
REQUEST	2132		enter_code Redirect 1	1569814174395	1569814174803	OK	 
REQUEST	2364		send_phone_number Redirect 1	1569814174375	1569814174803	OK	 
REQUEST	2092		get unique code from session	1569814174240	1569814174803	OK	 
REQUEST	2875		send_children_dob Redirect 1	1569814174442	1569814174804	OK	 
REQUEST	2547		send_postcode Redirect 1	1569814174320	1569814174804	OK	 
REQUEST	2937		send_do_you_have_children	1569814174424	1569814174805	OK	 
REQUEST	2093		enter_code Redirect 1	1569814174373	1569814174806	OK	 
REQUEST	2133		get unique code from session	1569814174358	1569814174806	OK	 
REQUEST	2929		send_do_you_have_children Redirect 1	1569814174416	1569814174805	OK	 
REQUEST	2209		send_email_address	1569814174524	1569814174807	OK	 
REQUEST	2485		select_address Redirect 1	1569814174330	1569814174806	OK	 
REQUEST	2009		enter_code	1569814174545	1569814174807	OK	 
REQUEST	2758		send_are_you_pregnant Redirect 1	1569814174410	1569814174805	OK	 
REQUEST	2728		send_are_you_pregnant Redirect 1	1569814174554	1569814174815	OK	 
REQUEST	2358		send_manual_address	1569814174415	1569814174816	OK	 
REQUEST	2391		send_manual_address	1569814174584	1569814174816	OK	 
REQUEST	2011		accept_terms_and_conditions Redirect 1	1569814174446	1569814174811	OK	 
REQUEST	2671		send_name	1569814174464	1569814174816	OK	 
USER	Full scenarios	2011	END	1569814137834	1569814174817
REQUEST	2244		send_phone_number	1569814174504	1569814174817	OK	 
REQUEST	2332		send_phone_number	1569814174375	1569814174818	OK	 
REQUEST	2061		get unique code from session	1569814174504	1569814174818	OK	 
REQUEST	2811		send_are_you_pregnant Redirect 1	1569814174494	1569814174818	OK	 
REQUEST	2995		send_dob Redirect 1	1569814174553	1569814174819	OK	 
REQUEST	2779		send_are_you_pregnant Redirect 1	1569814174519	1569814174830	OK	 
REQUEST	2697		send_name	1569814174400	1569814174831	OK	 
REQUEST	2842		send_children_dob	1569814174400	1569814174833	OK	 
REQUEST	2928		send_do_you_have_children Redirect 1	1569814174516	1569814174834	OK	 
REQUEST	2934		send_do_you_have_children Redirect 1	1569814174513	1569814174839	OK	 
REQUEST	2606		send_nino Redirect 1	1569814174407	1569814174841	OK	 
REQUEST	2302		send_phone_number Redirect 1	1569814174401	1569814174841	OK	 
USER	Scottish Scenario	2979	END	1569814170374	1569814174842
REQUEST	2362		send_phone_number	1569814174408	1569814174843	OK	 
REQUEST	2808		send_are_you_pregnant	1569814174376	1569814174845	OK	 
REQUEST	2183		send_code	1569814174408	1569814174846	OK	 
REQUEST	2568		send_postcode Redirect 1	1569814174446	1569814174846	OK	 
REQUEST	2967		send_do_you_have_children Redirect 1	1569814174375	1569814174848	OK	 
REQUEST	2605		send_nino	1569814174408	1569814174851	OK	 
REQUEST	2153		send_code	1569814174565	1569814174851	OK	 
REQUEST	2730		send_name Redirect 1	1569814174518	1569814174855	OK	 
REQUEST	2936		send_do_you_have_children Redirect 1	1569814174402	1569814174856	OK	 
REQUEST	2312		send_phone_number	1569814174494	1569814174857	OK	 
REQUEST	2212		get unique code from session	1569814174534	1569814174859	OK	 
REQUEST	2732		send_name	1569814174554	1569814174860	OK	 
REQUEST	2632		send_nino	1569814174484	1569814174861	OK	 
REQUEST	2998		send_dob Redirect 1	1569814174462	1569814174861	OK	 
REQUEST	2792		send_are_you_pregnant	1569814174624	1569814174866	OK	 
REQUEST	2960		send_do_you_have_children Redirect 1	1569814174613	1569814174870	OK	 
REQUEST	2157		send_code	1569814174484	1569814174870	OK	 
REQUEST	2603		send_postcode	1569814174446	1569814174870	OK	 
REQUEST	2841		send_are_you_pregnant	1569814174565	1569814174872	OK	 
REQUEST	2577		send_postcode	1569814174624	1569814174873	OK	 
REQUEST	2634		send_nino	1569814174524	1569814174874	OK	 
REQUEST	2221		send_email_address	1569814174714	1569814174876	OK	 
REQUEST	2629		send_nino	1569814174565	1569814174877	OK	 
REQUEST	2275		send_code Redirect 1	1569814174517	1569814174877	OK	 
REQUEST	2252		send_code	1569814174524	1569814174880	OK	 
REQUEST	2459		send_manual_address Redirect 1	1569814174613	1569814174880	OK	 
REQUEST	2179		send_code	1569814174565	1569814174881	OK	 
REQUEST	2850		send_children_dob Redirect 1	1569814174635	1569814174889	OK	 
REQUEST	2520		select_address Redirect 1	1569814174517	1569814174889	OK	 
REQUEST	2129		enter_code	1569814174654	1569814174890	OK	 
REQUEST	2669		send_nino Redirect 1	1569814174606	1569814174890	OK	 
REQUEST	1943		accept_terms_and_conditions Redirect 1	1569814174629	1569814174908	OK	 
USER	Full scenarios	1943	END	1569814135296	1569814174908
REQUEST	1972		enter_code Redirect 1	1569814174591	1569814174909	OK	 
REQUEST	2462		send_postcode Redirect 1	1569814174655	1569814174910	OK	 
REQUEST	2939		send_do_you_have_children	1569814174424	1569814174912	OK	 
REQUEST	2432		send_manual_address Redirect 1	1569814174403	1569814174913	OK	 
REQUEST	1982		enter_code	1569814174460	1569814174914	OK	 
REQUEST	2693		send_name Redirect 1	1569814174529	1569814174915	OK	 
REQUEST	2636		send_nino Redirect 1	1569814174457	1569814174915	OK	 
REQUEST	2307		send_email_address Redirect 1	1569814174613	1569814174916	OK	 
REQUEST	2486		select_address	1569814174574	1569814174923	OK	 
REQUEST	2311		send_phone_number Redirect 1	1569814174567	1569814174923	OK	 
REQUEST	2149		send_code	1569814174584	1569814174924	OK	 
REQUEST	2935		send_do_you_have_children Redirect 1	1569814174457	1569814174924	OK	 
REQUEST	2300		send_email_address Redirect 1	1569814174520	1569814174925	OK	 
REQUEST	2868		send_children_dob Redirect 1	1569814174567	1569814174925	OK	 
REQUEST	2607		send_nino	1569814174616	1569814174930	OK	 
REQUEST	2392		send_manual_address	1569814174615	1569814174931	OK	 
REQUEST	2396		send_manual_address Redirect 1	1569814174735	1569814174930	OK	 
REQUEST	1973		accept_terms_and_conditions	1569814174185	1569814174932	OK	 
REQUEST	2821		send_are_you_pregnant	1569814174605	1569814174933	OK	 
REQUEST	2820		send_are_you_pregnant	1569814174615	1569814174938	OK	 
REQUEST	2188		get unique code from session	1569814174635	1569814174939	OK	 
REQUEST	2788		send_are_you_pregnant Redirect 1	1569814174736	1569814174942	OK	 
REQUEST	2185		get unique code from session	1569814174525	1569814174943	OK	 
REQUEST	2425		send_manual_address Redirect 1	1569814174604	1569814174943	OK	 
REQUEST	2628		send_nino Redirect 1	1569814174681	1569814174944	OK	 
REQUEST	2930		send_do_you_have_children Redirect 1	1569814174610	1569814174945	OK	 
REQUEST	2480		select_address	1569814174545	1569814174970	OK	 
REQUEST	2667		send_nino	1569814174644	1569814174973	OK	 
USER	Scottish Scenario	2984	END	1569814170704	1569814174974
REQUEST	2423		select_address	1569814174635	1569814174977	OK	 
REQUEST	2128		send_code Redirect 1	1569814174680	1569814174978	OK	 
REQUEST	2550		send_postcode Redirect 1	1569814174735	1569814174979	OK	 
REQUEST	2610		send_nino Redirect 1	1569814174678	1569814174985	OK	 
REQUEST	2582		send_postcode	1569814174545	1569814174985	OK	 
REQUEST	1941		accept_terms_and_conditions Redirect 1	1569814174749	1569814174986	OK	 
REQUEST	2032		enter_code	1569814174756	1569814174987	OK	 
USER	Full scenarios	1941	END	1569814135164	1569814174987
REQUEST	2371		send_phone_number Redirect 1	1569814174668	1569814174987	OK	 
REQUEST	2539		select_address Redirect 1	1569814174618	1569814174988	OK	 
REQUEST	2659		send_nino	1569814174534	1569814174994	OK	 
REQUEST	2818		send_are_you_pregnant Redirect 1	1569814174687	1569814174995	OK	 
REQUEST	2642		send_nino Redirect 1	1569814174668	1569814174996	OK	 
REQUEST	2389		send_phone_number Redirect 1	1569814174704	1569814174997	OK	 
REQUEST	2815		send_are_you_pregnant Redirect 1	1569814174682	1569814174998	OK	 
REQUEST	2453		send_manual_address	1569814174644	1569814174999	OK	 
REQUEST	2012		accept_terms_and_conditions Redirect 1	1569814174680	1569814175018	OK	 
USER	Full scenarios	2012	END	1569814137905	1569814175019
REQUEST	2722		send_name	1569814174676	1569814175020	OK	 
REQUEST	2721		send_name Redirect 1	1569814174708	1569814175020	OK	 
REQUEST	2810		send_are_you_pregnant Redirect 1	1569814174666	1569814175024	OK	 
REQUEST	2966		send_do_you_have_children	1569814174726	1569814175024	OK	 
REQUEST	2394		send_manual_address	1569814174595	1569814175024	OK	 
REQUEST	2399		send_phone_number	1569814174637	1569814175025	OK	 
REQUEST	2695		send_nino	1569814174748	1569814175026	OK	 
REQUEST	2639		send_nino Redirect 1	1569814174736	1569814175027	OK	 
REQUEST	2668		send_name Redirect 1	1569814174681	1569814175028	OK	 
REQUEST	2180		send_code Redirect 1	1569814174595	1569814175028	OK	 
REQUEST	2729		send_name Redirect 1	1569814174605	1569814175028	OK	 
REQUEST	2483		select_address	1569814174687	1569814175028	OK	 
REQUEST	2043		accept_terms_and_conditions Redirect 1	1569814174652	1569814175029	OK	 
USER	Full scenarios	2043	END	1569814138905	1569814175029
REQUEST	2301		send_code Redirect 1	1569814174690	1569814175027	OK	 
REQUEST	2063		enter_code Redirect 1	1569814174688	1569814175038	OK	 
REQUEST	2630		send_nino Redirect 1	1569814174596	1569814175039	OK	 
REQUEST	2125		send_code Redirect 1	1569814174732	1569814175041	OK	 
REQUEST	2541		send_postcode	1569814174748	1569814175041	OK	 
REQUEST	2749		send_are_you_pregnant Redirect 1	1569814174749	1569814175044	OK	 
REQUEST	2637		send_nino Redirect 1	1569814174710	1569814175053	OK	 
REQUEST	2245		send_email_address	1569814174726	1569814175062	OK	 
REQUEST	2787		send_are_you_pregnant	1569814174756	1569814175063	OK	 
REQUEST	2126		send_code	1569814174774	1569814175064	OK	 
REQUEST	2424		select_address Redirect 1	1569814174786	1569814175065	OK	 
REQUEST	2189		send_code	1569814174825	1569814175066	OK	 
REQUEST	2873		send_children_dob	1569814174654	1569814175067	OK	 
REQUEST	2666		send_nino Redirect 1	1569814174766	1569814175095	OK	 
REQUEST	2822		send_children_dob Redirect 1	1569814174785	1569814175096	OK	 
REQUEST	2089		enter_code	1569814174795	1569814175097	OK	 
REQUEST	2635		send_postcode	1569814174737	1569814175099	OK	 
REQUEST	2030		accept_terms_and_conditions	1569814174330	1569814175100	OK	 
REQUEST	2762		send_are_you_pregnant	1569814174814	1569814175100	OK	 
REQUEST	2938		send_do_you_have_children	1569814174737	1569814175101	OK	 
REQUEST	2209		send_email_address Redirect 1	1569814174807	1569814175102	OK	 
REQUEST	2009		enter_code Redirect 1	1569814174807	1569814175103	OK	 
REQUEST	2809		send_are_you_pregnant	1569814174795	1569814175103	OK	 
REQUEST	2335		send_phone_number Redirect 1	1569814174706	1569814175103	OK	 
REQUEST	2605		send_nino Redirect 1	1569814174851	1569814175104	OK	 
REQUEST	2573		send_postcode Redirect 1	1569814174704	1569814175104	OK	 
REQUEST	2543		select_address Redirect 1	1569814174792	1569814175105	OK	 
REQUEST	2959		send_do_you_have_children Redirect 1	1569814174783	1569814175105	OK	 
REQUEST	2328		send_phone_number Redirect 1	1569814174674	1569814175107	OK	 
REQUEST	2456		send_manual_address	1569814174714	1569814175107	OK	 
REQUEST	2808		send_are_you_pregnant Redirect 1	1569814174845	1569814175108	OK	 
REQUEST	2608		send_nino Redirect 1	1569814174748	1569814175109	OK	 
REQUEST	2632		send_nino Redirect 1	1569814174861	1569814175110	OK	 
REQUEST	2426		select_address	1569814174825	1569814175113	OK	 
REQUEST	2153		send_code Redirect 1	1569814174852	1569814175113	OK	 
REQUEST	2671		send_name Redirect 1	1569814174817	1569814175114	OK	 
REQUEST	2391		send_manual_address Redirect 1	1569814174816	1569814175114	OK	 
REQUEST	2157		send_code Redirect 1	1569814174870	1569814175115	OK	 
REQUEST	2882		send_children_dob	1569814174756	1569814175122	OK	 
REQUEST	2869		send_children_dob Redirect 1	1569814174805	1569814175123	OK	 
REQUEST	2358		send_manual_address Redirect 1	1569814174816	1569814175123	OK	 
REQUEST	2548		select_address	1569814174756	1569814175128	OK	 
REQUEST	2598		send_postcode Redirect 1	1569814174784	1569814175124	OK	 
REQUEST	2252		send_code Redirect 1	1569814174880	1569814175130	OK	 
REQUEST	2750		send_name	1569814174861	1569814175130	OK	 
REQUEST	2748		send_name Redirect 1	1569814174803	1569814175130	OK	 
REQUEST	2515		send_postcode Redirect 1	1569814174731	1569814175131	OK	 
REQUEST	2691		send_name Redirect 1	1569814174796	1569814175131	OK	 
REQUEST	2725		send_name	1569814174755	1569814175136	OK	 
REQUEST	2842		send_children_dob Redirect 1	1569814174833	1569814175136	OK	 
REQUEST	2312		send_phone_number Redirect 1	1569814174857	1569814175137	OK	 
REQUEST	2362		send_phone_number Redirect 1	1569814174843	1569814175137	OK	 
REQUEST	2517		select_address	1569814174737	1569814175138	OK	 
REQUEST	2244		send_phone_number Redirect 1	1569814174817	1569814175139	OK	 
REQUEST	2183		send_code Redirect 1	1569814174847	1569814175139	OK	 
REQUEST	2332		send_phone_number Redirect 1	1569814174818	1569814175140	OK	 
REQUEST	2753		send_name	1569814174825	1569814175140	OK	 
REQUEST	2961		send_do_you_have_children	1569814174842	1569814175140	OK	 
REQUEST	2221		send_email_address Redirect 1	1569814174877	1569814175144	OK	 
REQUEST	2607		send_nino Redirect 1	1569814174931	1569814175144	OK	 
REQUEST	2392		send_manual_address Redirect 1	1569814174931	1569814175143	OK	 
REQUEST	2098		accept_terms_and_conditions	1569814174484	1569814175160	OK	 
REQUEST	2486		select_address Redirect 1	1569814174923	1569814175160	OK	 
REQUEST	2359		send_email_address	1569814174796	1569814175160	OK	 
REQUEST	2179		send_code Redirect 1	1569814174882	1569814175161	OK	 
REQUEST	2064		get unique code from session	1569814174814	1569814175161	OK	 
REQUEST	2192		enter_code	1569814174795	1569814175162	OK	 
REQUEST	2784		send_are_you_pregnant	1569814174825	1569814175162	OK	 
REQUEST	2718		send_name Redirect 1	1569814174784	1569814175164	OK	 
REQUEST	2361		send_manual_address	1569814174869	1569814175167	OK	 
REQUEST	2937		send_do_you_have_children Redirect 1	1569814174805	1569814175167	OK	 
REQUEST	2697		send_name Redirect 1	1569814174831	1569814175168	OK	 
REQUEST	2431		send_manual_address	1569814174861	1569814175181	OK	 
REQUEST	2878		send_children_dob	1569814174861	1569814175182	OK	 
USER	Scottish Scenario	2980	END	1569814170444	1569814175184
REQUEST	2820		send_are_you_pregnant Redirect 1	1569814174939	1569814175185	OK	 
REQUEST	2700		send_name	1569814174865	1569814175185	OK	 
REQUEST	2786		send_are_you_pregnant	1569814174954	1569814175185	OK	 
REQUEST	2060		enter_code	1569814174927	1569814175191	OK	 
REQUEST	2851		send_children_dob	1569814174927	1569814175191	OK	 
REQUEST	2634		send_nino Redirect 1	1569814174874	1569814175202	OK	 
REQUEST	2059		enter_code	1569814174954	1569814175202	OK	 
REQUEST	2129		enter_code Redirect 1	1569814174890	1569814175203	OK	 
REQUEST	2149		send_code Redirect 1	1569814174924	1569814175202	OK	 
REQUEST	2246		send_code	1569814174842	1569814175203	OK	 
REQUEST	2270		send_code	1569814174825	1569814175204	OK	 
REQUEST	1982		enter_code Redirect 1	1569814174914	1569814175204	OK	 
REQUEST	2732		send_name Redirect 1	1569814174860	1569814175205	OK	 
REQUEST	2727		send_name	1569814175015	1569814175205	OK	 
REQUEST	2603		send_postcode Redirect 1	1569814174872	1569814175206	OK	 
REQUEST	2490		select_address	1569814174954	1569814175208	OK	 
REQUEST	2696		send_name	1569814174825	1569814175209	OK	 
REQUEST	2330		send_phone_number	1569814174954	1569814175212	OK	 
REQUEST	2939		send_do_you_have_children Redirect 1	1569814174912	1569814175215	OK	 
REQUEST	1973		accept_terms_and_conditions Redirect 1	1569814174932	1569814175203	OK	 
REQUEST	2489		select_address	1569814174654	1569814175215	OK	 
USER	Full scenarios	1973	END	1569814136350	1569814175217
REQUEST	2629		send_nino Redirect 1	1569814174877	1569814175217	OK	 
REQUEST	2941		send_do_you_have_children	1569814174935	1569814175218	OK	 
REQUEST	2661		send_nino Redirect 1	1569814174796	1569814175218	OK	 
REQUEST	2821		send_are_you_pregnant Redirect 1	1569814174933	1569814175226	OK	 
REQUEST	2239		send_code	1569814174916	1569814175226	OK	 
REQUEST	2576		send_postcode	1569814174945	1569814175226	OK	 
REQUEST	2667		send_nino Redirect 1	1569814174974	1569814175226	OK	 
REQUEST	2662		send_nino	1569814174986	1569814175231	OK	 
REQUEST	2423		select_address Redirect 1	1569814174977	1569814175231	OK	 
REQUEST	2577		send_postcode Redirect 1	1569814174873	1569814175235	OK	 
REQUEST	2841		send_are_you_pregnant Redirect 1	1569814174873	1569814175248	OK	 
REQUEST	2792		send_are_you_pregnant Redirect 1	1569814174869	1569814175249	OK	 
REQUEST	2402		send_phone_number	1569814174884	1569814175249	OK	 
REQUEST	2962		send_do_you_have_children	1569814175006	1569814175250	OK	 
REQUEST	2478		send_manual_address	1569814174869	1569814175251	OK	 
REQUEST	2852		send_children_dob	1569814174842	1569814175251	OK	 
REQUEST	2783		send_are_you_pregnant	1569814174954	1569814175255	OK	 
REQUEST	2453		send_manual_address Redirect 1	1569814174999	1569814175255	OK	 
REQUEST	2871		send_children_dob	1569814175055	1569814175255	OK	 
